trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.thisTrial,Fixed_Interval_Loop.thisRepN,Fixed_Interval_Loop.thisTrialN,Fixed_Interval_Loop.thisN,Fixed_Interval_Loop.thisIndex,Peak_Interval_Loop.thisRepN,Peak_Interval_Loop.thisTrialN,Peak_Interval_Loop.thisN,Peak_Interval_Loop.thisIndex,feedback_Loop.thisRepN,feedback_Loop.thisTrialN,feedback_Loop.thisN,feedback_Loop.thisIndex,Break_Loop.thisRepN,Break_Loop.thisTrialN,Break_Loop.thisN,Break_Loop.thisIndex,Fixed_Interval_Loop.thisTrial,instructions_key.keys,instructions_key.rt,fixed_response.keys,fixed_response.rt,trial_number,is_fi_trial,is_pi_trial,response_time,score,total_score,reward,cost,peak_response.keys,peak_response.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,space,4.64865493774,,,,,,,,,,,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
0,0,0,0,None,0,0,0,0,,,,,,,,,,,,,None,,,"['space', 'space', 'space', 'space', 'space']","[2.0167391300201416, 2.232461929321289, 2.4011380672454834, 2.585400104522705, 3.0689079761505127]",,,,,,,,,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
0,0,0,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,1,1,False,2.01673913002,0.6,0.6,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
0,0,0,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,1,1,False,2.23246192932,0.6,0.6,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
0,0,0,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,1,1,False,2.40113806725,0.6,0.6,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
0,0,0,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,1,1,False,2.58540010452,0.6,0.6,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
0,0,0,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,1,1,False,3.06890797615,0.6,0.6,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
0,0,0,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
1,0,1,0,None,0,0,0,0,,,,,,,,,,,,,None,,,"['space', 'space', 'space', 'space', 'space', 'space']","[0.00024318695068359375, 2.0835721492767334, 2.3004720211029053, 2.4508731365203857, 2.9518990516662598, 3.1355831623077393]",,,,,,,,,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
1,0,1,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,2,1,False,0.000243186950684,0.5,1.1,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
1,0,1,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,2,1,False,2.08357214928,0.5,1.1,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
1,0,1,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,2,1,False,2.3004720211,0.5,1.1,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
1,0,1,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,2,1,False,2.45087313652,0.5,1.1,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
1,0,1,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,2,1,False,2.95189905167,0.5,1.1,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
1,0,1,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,2,1,False,3.13558316231,0.5,1.1,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
1,0,1,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
1,0,1,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
2,0,2,0,None,0,0,0,0,,,,,,,,,,,,,None,,,"['space', 'space', 'space', 'space', 'space']","[2.2321550846099854, 2.449018955230713, 2.63280987739563, 2.8331708908081055, 3.885607957839966]",,,,,,,,,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
2,0,2,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,3,1,False,2.23215508461,0.6,1.7,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
2,0,2,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,3,1,False,2.44901895523,0.6,1.7,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
2,0,2,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,3,1,False,2.6328098774,0.6,1.7,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
2,0,2,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,3,1,False,2.83317089081,0.6,1.7,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
2,0,2,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,3,1,False,3.88560795784,0.6,1.7,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
2,0,2,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
2,0,2,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
3,0,3,0,None,0,0,0,0,,,,,,,,,,,,,None,,,"['space', 'space', 'space', 'space', 'space']","[0.000225067138671875, 2.5806920528411865, 2.7652242183685303, 2.932352066040039, 3.13270902633667]",,,,,,,,,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
3,0,3,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,4,1,False,0.000225067138672,0.6,2.3,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
3,0,3,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,4,1,False,2.58069205284,0.6,2.3,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
3,0,3,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,4,1,False,2.76522421837,0.6,2.3,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
3,0,3,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,4,1,False,2.93235206604,0.6,2.3,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
3,0,3,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,4,1,False,3.13270902634,0.6,2.3,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
3,0,3,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
3,0,3,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
4,0,4,0,None,0,0,0,0,,,,,,,,,,,,,None,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[1.080066204071045, 1.2971789836883545, 1.514523983001709, 1.730483055114746, 1.9459831714630127, 2.633632183074951, 2.81787109375, 2.998385190963745, 4.001949071884155]",,,,,,,,,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
4,0,4,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,5,1,False,1.08006620407,0.2,2.5,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
4,0,4,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,5,1,False,1.29717898369,0.2,2.5,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
4,0,4,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,5,1,False,1.514523983,0.2,2.5,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
4,0,4,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,5,1,False,1.73048305511,0.2,2.5,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
4,0,4,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,5,1,False,1.94598317146,0.2,2.5,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
4,0,4,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,5,1,False,2.63363218307,0.2,2.5,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
4,0,4,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,5,1,False,2.81787109375,0.2,2.5,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
4,0,4,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,5,1,False,2.99838519096,0.2,2.5,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
4,0,4,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,5,1,False,4.00194907188,0.2,2.5,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
4,0,4,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
4,0,4,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
5,0,5,0,None,0,0,0,0,,,,,,,,,,,,,None,,,"['space', 'space', 'space']","[0.0003249645233154297, 2.8521840572357178, 3.035841941833496]",,,,,,,,,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
5,0,5,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,6,1,False,0.000324964523315,0.8,3.3,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
5,0,5,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,6,1,False,2.85218405724,0.8,3.3,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
5,0,5,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,6,1,False,3.03584194183,0.8,3.3,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
5,0,5,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
5,0,5,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
6,0,6,0,None,0,0,0,0,,,,,,,,,,,,,None,,,"['space', 'space', 'space', 'space', 'space', 'space']","[0.00024700164794921875, 1.447309970855713, 1.647618055343628, 1.8159370422363281, 1.9988160133361816, 3.701841115951538]",,,,,,,,,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
6,0,6,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,7,1,False,0.000247001647949,0.5,3.8,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
6,0,6,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,7,1,False,1.44730997086,0.5,3.8,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
6,0,6,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,7,1,False,1.64761805534,0.5,3.8,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
6,0,6,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,7,1,False,1.81593704224,0.5,3.8,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
6,0,6,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,7,1,False,1.99881601334,0.5,3.8,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
6,0,6,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,7,1,False,3.70184111595,0.5,3.8,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
6,0,6,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
6,0,6,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
7,0,7,0,None,0,0,0,0,,,,,,,,,,,,,None,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.00023889541625976562, 2.0231680870056152, 2.2041189670562744, 2.3710389137268066, 2.5572590827941895, 2.723115921020508, 3.292171001434326]",,,,,,,,,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
7,0,7,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,8,1,False,0.00023889541626,0.4,4.2,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
7,0,7,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,8,1,False,2.02316808701,0.4,4.2,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
7,0,7,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,8,1,False,2.20411896706,0.4,4.2,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
7,0,7,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,8,1,False,2.37103891373,0.4,4.2,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
7,0,7,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,8,1,False,2.55725908279,0.4,4.2,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
7,0,7,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,8,1,False,2.72311592102,0.4,4.2,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
7,0,7,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,8,1,False,3.29217100143,0.4,4.2,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
7,0,7,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
7,0,7,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
8,0,8,0,None,0,0,0,0,,,,,,,,,,,,,None,,,"['space', 'space', 'space', 'space', 'space', 'space']","[0.00024008750915527344, 2.365365982055664, 2.5478858947753906, 2.7149579524993896, 2.866205930709839, 3.033329963684082]",,,,,,,,,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
8,0,8,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,9,1,False,0.000240087509155,0.5,4.7,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
8,0,8,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,9,1,False,2.36536598206,0.5,4.7,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
8,0,8,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,9,1,False,2.54788589478,0.5,4.7,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
8,0,8,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,9,1,False,2.7149579525,0.5,4.7,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
8,0,8,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,9,1,False,2.86620593071,0.5,4.7,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
8,0,8,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,9,1,False,3.03332996368,0.5,4.7,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
8,0,8,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
8,0,8,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
9,0,9,0,None,0,0,0,0,,,,,,,,,,,,,None,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.00024700164794921875, 2.2483389377593994, 2.432003974914551, 2.632812976837158, 2.816127061843872, 2.9846489429473877, 3.180838108062744]",,,,,,,,,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
9,0,9,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,10,1,False,0.000247001647949,0.4,5.1,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
9,0,9,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,10,1,False,2.24833893776,0.4,5.1,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
9,0,9,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,10,1,False,2.43200397491,0.4,5.1,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
9,0,9,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,10,1,False,2.63281297684,0.4,5.1,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
9,0,9,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,10,1,False,2.81612706184,0.4,5.1,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
9,0,9,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,10,1,False,2.98464894295,0.4,5.1,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
9,0,9,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,10,1,False,3.18083810806,0.4,5.1,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
9,0,9,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
9,0,9,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
10,0,10,0,None,0,0,0,0,,,,,,,,,,,,,None,,,"['space', 'space', 'space', 'space']","[2.554647922515869, 2.771536111831665, 2.955393075942993, 3.172553062438965]",,,,,,,,,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
10,0,10,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,11,1,False,2.55464792252,0.7,5.8,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
10,0,10,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,11,1,False,2.77153611183,0.7,5.8,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
10,0,10,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,11,1,False,2.95539307594,0.7,5.8,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
10,0,10,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,11,1,False,3.17255306244,0.7,5.8,1,0.1,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
10,0,10,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
10,0,10,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
11,0,11,0,None,0,0,0,0,,,,,,,,,,,,,None,,,"['space', 'space', 'space']","[0.00023508071899414062, 3.2569971084594727]",,,,,,,,,,,2016_May_04_1307,59.8826989521,Peak_procedure,002,DMF,
